职位编号,职位名称,公司全称,公司简称,公司规模,所属领域,融资阶段,公司标签,职位类型,第二职位类型,技能标签,职位标签,发布时间,城市,区域,薪资,薪酬月数,工作经验,学历要求,职位福利,简历处理速度,职位描述,平均月薪
5109250,产品经理,北京安为科技有限公司,北京安为科技有限公司,15-50人,"信息安全,教育",未融资,"['绩效奖金', '带薪年假', '午餐补助', '节日礼物']",产品|需求|项目类,产品经理,"['产品设计', '产品策划', '项目管理']","['教育', '信息安全', '产品设计', '产品策划', '项目管理']",2020-10-03 21:05:18,北京,海淀区,10k-15k,0,1-3年,本科,"五险一金,加班补助,多次调薪,集体活动多",0,"工作职责：
1、负责高校信息安全实验室相关产品的全生命周期管理；
2、参与市场调查，了解客户需求，对行业的发展进行调研；
3、负责对技术支持及销售人员进行产品知识、市场及竞争等相关培训；
4、配合销售人员进行重点项目技术支持。
任职要求：
1、25岁以上，大学本科及以上学历，计算机相关专业；
2、熟悉网络、信息安全相关技术背景知识；
3、具有高校实验室行业产品经理/售前工程师工作经历者、或在安全厂商从事信息安全项目经理及产品经理职位者优先；
4、性格开朗，有良好的人际沟通能力和团队协作精神，能承受工作压力。",12.5
6871035,ERP产品经理（销售模块、供应链模块、订单模块）,深圳市有芯电子有限公司,有芯电子,150-500人,电商,不需要融资,"['五险一金', '绩效奖金', '带薪年假', '节日礼物']",产品|需求|项目类,产品经理,"['ERP', 'B端产品', 'B2B']","['电商', 'ERP', 'B端产品', 'B2B']",2020-10-04 09:57:11,深圳,福田区,20k-30k,0,5-10年,本科,高福利 多劳多得,0,"职位诱惑：
高福利 多劳多得
职位描述：
岗位职责：

1、负责ERP系统销售模块、供应链模块、订单模块的设计与规划，根据用户沟通和对系统分析的结果，完成设计与规划，输出《需求确认书》、《需求设计文档》等文件；
2、组织需求评审会，编写《需求评审确认书》；
3、负责产品上线前验收，与开发部、测试部紧密沟通，审核开发与测试方案，发现技术问题及时纠正，确保业务需求在技术上的完整实施；
4、确保与各部门顺畅沟通，收集、整合用户问题反馈，提供系统优化的解决方案或建议，推动系统迭代、升级。

任职要求：
1、经验：5年以上产品经理/需求分析师工作经验；
2、项目：熟悉erp或B2B电商平台等B端软件及流程设计；
3、技能：
（1）熟练掌握Axure、Visio、PPT、Xmind等常用工具输出低保真原型；
（2）思路清晰，富有条理，沟通表达清晰，抗压力强，善于学习和团队合作；
（3）具有产品从0-1全生命周期及独立负责产品经验。
4、学历：本科以上学历，计算机相关专业优先。
5、性格：外向，心态积极，主动性强，有较强成就动机。",25.0
7394919,高级产品经理,北京天天乐学教育科技有限公司,天天乐学,150-500人,"移动互联网,教育",A轮,"['年轻团队', '股票期权', '带薪年假', '绩效奖金']",产品|需求|项目类,产品经理,"['需求分析', '产品设计', '结构设计', '原型设计']","['教育', '需求分析', '产品设计', '结构设计', '原型设计']",2020-10-03 20:58:58,北京,海淀区,20k-35k,14,3-5年,本科,行业前景 个人成长,100,"岗位描述： 
1、参与天天乐学的课程和内容相关产品整体规划，制定产品的发展策略，提高产品竞争力 
2、挖掘用户需求和痛点，提出合理的方案并组织、协调资源推动落地 
3、关注行业竞品，挖掘学习服务场景下潜在需求，结合自身业务模式对需求做深度分析，最终形成产品解决方案

岗位要求： 
1、 本科及以上学历，3-5年互联网产品经验，有独立负责c端产品的经验 
2、具有较好的审美和交互设计能力，对国内外优秀 app 涉猎广泛
3、能深入理解业务本质，对解决的业务痛点和创造的价值了然于心，具备业务流程设计能力 
4、有较强的数据分析能力，注重细节，有创新意识 
5、高执行力，具备优秀的沟通协调推进和项目管理能力",27.5
7387656,产品经理,北京天天乐学教育科技有限公司,天天乐学,150-500人,"移动互联网,教育",A轮,"['年轻团队', '股票期权', '带薪年假', '绩效奖金']",产品|需求|项目类,产品经理,"['用户增长', '需求分析', '原型设计', '流程设计']","['教育', '用户增长', '需求分析', '原型设计', '流程设计']",2020-10-03 20:58:58,北京,海淀区,12k-18k,0,1-3年,本科,行业前景 成长空间,100,"岗位描述： 
1、 参与天天乐学的数据和后台业务相关产品，制定产品的发展策略； 
2、深入研究、分析业务场景，快速抽象业务需求，转化为产品解决方案，推动落地。

岗位要求： 
1、本科及以上学历，1-3年互联网产品经验；
2、有独立至少一个模块或者功能的生命周期迭代；
3、能深入理解业务本质，对解决的业务痛点和创造的价值了然于心，具备业务流程设计能力 ；
4、有较强的数据分析能力，注重细节，有创新意识； 
5、高执行力，具备优秀的沟通协调推进和项目管理能力；",15.0
7615828,产品经理,上海乐蜀网络科技股份有限公司,上海乐蜀网络科技股份有限公司,150-500人,游戏,上市公司,"['绩效奖金', '带薪年假', '年终奖金', '节日礼物']",产品|需求|项目类,产品经理,"['流程设计', '功能产品', '后台产品', '前台产品']","['电商', '流程设计', '功能产品', '后台产品', '前台产品']",2020-10-03 20:45:56,上海,静安区,15k-20k,13,3-5年,本科,行业大牛 高端环境 地铁周边 游戏行业,1,"岗位职责：
1、 负责APP的需求方案的提出及运营策略的可行性建议；
2、 独立负责APP的规划、布局、后台功能管理及日程运营管理；
3、 统计应用各项数据和用户反馈，分析用户需求、行为，搜集运营中产生功能需求，综合各部门的意见和建议，统筹安排，讨论、修改，制订出可行性方案；
4、 和相关部门及合作团队紧密结合，确保产品实现进度和质量，协调相关部门进行APP的开发及日常的维护；
5、 跟踪竞争对手，提升APP产品的界面友好度及功能性；
6、 把握互联网市场趋势，制定产品竞争战略和计划。
任职要求：
1、本科及以上学历，3年以上产品经理工作经验；
2、良好的语言表达能力，归纳能力及沟通能力，抗压性强，具有团队合作精神和良好的组织协调能力；
3、有清晰缜密的逻辑思维能力，能够从复杂业务中发现核心痛点并推动优化；
4、有小说、影视、社交类APP产品设计经验者优先。",17.5
7780621,产品经理,北京冠多网络科技有限公司,冠多互娱,50-150人,"移动互联网,游戏",不需要融资,[],产品|需求|项目类,产品经理,"['用户研究', '产品策划', '竞品分析']","['本地生活', '体育', '用户研究', '产品策划', '竞品分析']",2020-10-03 20:41:59,北京,朝阳区,16k-24k,13,3-5年,本科,创业公司 领导nice,21,"替友招聘-极限之路 
我们是一站式极限运动服务平台，是一家互联网公司，上一轮市场估值1.5亿，主要以培训、体验、装备行程交易等方式服务于用户。 

工作内容： 
1、负责网站产品前期规划，产品功能设计和体验改进，推动产品发展； 
2、确定产品功能、流程，及后台运营方案，绘制产品原型图； 
3、提供设计评估，检阅UI设计，提出建设性的修改建议； 
4、负责需求收集、产品设计、开发过程中沟通，协调相关资源，推进产品开发； 
5、负责产品上线评估，收集用户反馈，分析用户需求、行为，制订产品优化方案； 
6、对产品运行数据进行分析，制定内容和数据运营计划，持续改善核心数据指标； 
任职要求: 
1、组织过产品立项、设计、研发、推广和维护产品周期全过程； 
2、热爱互联网，关注互联网的新事物和用户行为变化，追求网站视觉效果和用户体验； 
3、熟练撰写产品方案，具有良好的文案能力； 
4、良好的数据分析能力，对产品和数据敏感，逻辑性强，注重细节； 
5、优秀的沟通能力和团队合作精神，执行力强，善于工作规划和安排； 
6、熟练掌握Visio, Axure等相关工具，会使用Photoshop等制图工具进行简单的制作； 
7、具有良好的沟通能力与较强的团队意识，善于协调安排",20.0
6911900,硬件产品经理,海深智能科技（上海）有限公司,海深科技,15-50人,"移动互联网,电商",A轮,"['年底双薪', '绩效奖金', '定期体检', '年度旅游']",产品|需求|项目类,产品经理,"['产品设计', '项目管理']","['产品设计', '项目管理']",2020-10-04 15:42:14,上海,浦东新区,15k-30k,0,3-5年,本科,大牛云集,100,岗位职责：1. 市场研究，对公司IoT产品的市场前景、目标客户有深刻的理解，并制定产品开发方向2. 对组内项目进行统筹管理，包括计划制定、进度管理、协调资源，负责产品交付任职要求：1. 本科及以上学历，电子、计算机等相关专业，3年以上工作经验2. 有IoT、智能硬件产品的研发和项目管理经验3. 对IoT产品有良好的市场判断能力，具有较强的沟通和市场拓展能力4. 为人正直、认真严谨、能够承受较大工作压力；,22.5
7201101,产品经理（酒店）,深圳市客路网络科技有限公司,KLOOK 客路旅行,500-2000人,旅游,D轮及以上,"['扁平管理', '国际化团队', '旅游基金', '定期体检']",产品|需求|项目类,产品经理,['产品设计'],"['电商', '旅游', '产品设计']",2020-10-04 08:22:53,深圳,福田区,35k-40k,0,不限,本科,国际化团队,1,"【岗位职责】
 1.负责酒店相关需求的沟通、分析及协调；
 2.根据业务需求，协助产品线负责人进行功能规划与设计；
 3.推动各部门等紧密合作，达成产品需求目标；
 4.通过竞品分析、数据分析及用户反馈，不断改善产品体验。
 【任职资格】
 1. 本科或以上学历，5年以上酒店或OTA行业相关经验，对酒店或OTA行业有深刻理解；
 2. 英文听说读写流畅，可以英语作为日常工作语言；
 3. 具有较强的同理心，能通过用户故事深入洞察用户需求；
 4. 熟悉全渠道产品设计，包括但不限于客户端销售、商品管理、库存管理、订单管理、定价模型等；
 5. 思维敏捷，逻辑清晰，具有优秀的沟通协调和推进能力，能够推动复杂项目落地。
 【KLOOK福利】
 1、关注环境：人性化的办公环境，咖啡厅、室内草坪、健身房、浴室、睡眠舱......应有尽有；
 2、关注氛围：扁平化的管理，开放&amp;激情的国际化团队，高颜值+高学历，每个人都有那么一点传奇；
 3、关注成长：业内独角兽，团队规模快速扩张，业务飞速发展，带给你高成长性的工作；
 4、关注生活：入职即享10天带薪年假；六险一金；双休；周周下午茶/羽毛球 /宠物日等类型的活动......KLOOK关心你的生活与工作平衡，提供环境让你在工作之余学习、健身和成长；
 5、关注玩乐：员工可享受1000元/年的旅游基金，还可以跟Homie同富游：团队足迹踏遍国家50+，等你来一起占领地球。",37.5
6978142,产品经理,中国平安财产保险股份有限公司,平安产险,2000人以上,金融,上市公司,"['绩效奖金 ', '五险一金 ', '带薪年假 ', '年度旅游 ']",产品|需求|项目类,产品经理,['产品设计'],['产品设计'],2020-10-04 00:00:07,深圳,福田区,10k-18k,0,3-5年,本科,大平台，500强，专业团队，定期体检,67,"岗位职责：
1.行业研究：研究小微客群，包括但不限于开展企业访谈、各类调研、文献研读、论坛交流等形式的行业研究工作；
2. 产品开发：基于行业研究，改进、开发适销产品，负责并推动产品开发全流程及产品落地工作；
3. 模式创新：研究市场与客群，结合内外部形势和资源，研究并尝试开创新的小微客群经营模式；
4. 渠道推动：负责内外部渠道的小微业务推动；
5. 其他工作：完成领导交办的其他工作。

任职要求：
1. 985/211院校全日制本科及以上学历，专业不限；
2. 有3年以上机构工作经验，认可平安文化，熟悉产险架构，熟悉相关工作内部流程；
3. 同时具有销售/专业/管理三个序列中的两个以上序列工作经验者优先；
4. 具备较强的学习能力和学习意愿，具备高度的责任心和进取心；熟悉新科技，具备较强的创新意识；
5. 熟练掌握PPT制作、excel等办公软件应用。",14.0
7740643,高级产品经理,柏美迪康环境科技（上海）股份有限公司,柏美迪康上海,50-150人,"消费生活,其他",上市公司,"['股票期权', '带薪年假', '年度旅游', '扁平管理']",产品|需求|项目类,产品经理,"['需求分析', '产品设计', '数据分析', '项目管理']","['大数据', '需求分析', '产品设计', '数据分析', '项目管理']",2020-10-03 19:58:31,上海,普陀区,18k-23k,0,5-10年,本科,智慧城市前景广 IT团队协作佳 出国旅游培训,44,"职位信息：
1. 负责公司超低排放（环保）平台的产品规划及方案设计，能针对各场景进行需求收集与分析；带领UI团队出高保真效果设计并撰写需求文档传递给研发；
2. 对接各实施项目，负责数据收集模板制定和数据接入跟踪，负责数据流的梳理，保证各类数据可以接入平台；
3. 负责采集数据的统计分析，数据可视化等功能规划设计，保证平台的功能性迭代；
4. 负责系统测试和问题跟踪，保证平台的稳定性、完整性和易用性；
5. 负责产品项目交付的方案和资料准备，客户培训等沟通工作。

任职要求：
1. 全日制本科及以上学历，5年以上需求分析和产品经理工作经验，统计学、数学、计算机专业优先；
2. 有较强的业务理解能力和场景分析能力，对数据有一定的敏感度；有数据分析，BI、数据仓库，数据中心，工业互联网平台，互联网平台，数据可视化经验者优先；有环保行业大气、水、固废等行业、智慧城市经验者优先；
3. 熟练使用需求调研辅助工具，如Viso、Axure、脑图工具、PPT；APP设计工具墨刀、mockplus等；具有良好的文档编写能力；
4. 有较强的快速学习能力，具备积极主动、勤奋钻研的精神，良好的沟通能力和职业素养，逻辑思维清晰，能快速有效的传递需求；
5. 高度的工作责任感，认真踏实敬业，良好的心理素质和工作承压能力，良好的团队协作精神。",20.5
6407220,高级数据产品经理,沃尔玛（中国）投资有限公司,Walmart China,2000人以上,"电商,其他",上市公司,[],产品|需求|项目类,产品经理,"['用户研究', '需求分析', 'O2O', '数据分析']","['电商', '新零售', '用户研究', '需求分析', 'O2O', '数据分析']",2020-10-04 07:20:16,深圳,福田区,15k-25k,0,5-10年,本科,发展前景 500强企业 企业文化,1,"职位目的
沃尔玛是全球最大的全渠道零售商，我们每天在门店和电商为数百万顾客和会员提供服务。 在中国，我们将通过全球最大的实体门店与数字化营销技术相结合，引领全球零售革命，为顾客和会员提供无缝的智能零售体验。

工作职责
-    负责用户标签系统/CRM系统的框架搭建，对接系统供应商，管理项目进度
-    梳理业务需求，通过增加现有系统功能或引进新系统以满足业务发展的需要
-    优化及丰富数据仓库，将数据分析和算法转化为有价值的产品工具，帮助公司在商品/顾客/营运方向做出科学的决策
-    参与用户运营项目，对顾客的产品偏好及最佳触达时间点进行度量，从数据分析角度为运营提出建议
-    通过实施机器学习项目，完善用户画像、商品画像，设计精细化用户运营方案
 
任职要求
- 5年以上数据产品工作经验，有CRM系统搭建及供应商管理经验者优先
- 理解各类商业模式，善于通过数据分析指导业务团队分析经营情况
- 熟悉数据库/ETL/数据仓库，能指导外部供应商使用正确的逻辑从公司各系统中获取数据
- 具有产品思维，善于归纳各业务场景的需求，能通过单一项目完成多业务需求
- 有零售行业经验者优先",20.0
7467333,产品经理-2B平台产品,优维科技（深圳）有限公司,优维科技,150-500人,"移动互联网,企业服务",B轮,"['年底双薪', '午餐补助', '股票期权', '弹性工作']",产品|需求|项目类,产品经理,"['B2B', '商业产品', '企业软件']","['企业服务', 'B2B', '商业产品', '企业软件']",2020-10-04 08:13:03,深圳,南山区,11k-20k,0,1-3年,本科,"BAT系,年底奖金,氛围好",0,岗位职责  1.持续迭代建设公司DevOps平台产品；  2.精确把握并分析用户需求，撰写高质量的产品需求文档，关注交互和视觉设计，不断优化用户体验  3.与团队密切配合工作，推动产品功能实现并取得预期的效果；  4. 负责调研与发掘需求，能结合场景和产品能力给予合适解决方案，收集合理化意见整理产品持续  任职要求：  1. 2年以上产品经理经验，信息技术相关专业，大学本科学历及以上。具备2B产品设计经验优先；  2.产品设计基础能力扎实，拥有良好需求分析与挖掘能力，具备交互设计丰富经验；  3.熟悉DevOps团队工作方式与具备敏捷管理经验，有开发或者运维的经验优先  4.注重产品持续反馈与持续迭代；  5.有团队意识与项目管理意识，具备出色理解与沟通能力，主动推进工作。,15.5
6698708,数字营销项目/产品经理,沃尔玛（中国）投资有限公司,Walmart China,2000人以上,"电商,其他",上市公司,[],产品|需求|项目类,产品经理,[],"['电商', '广告营销']",2020-10-04 07:20:16,深圳,福田区,15k-20k,0,3-5年,本科,发展前景 500强企业 企业文化,1,"工作职责：

1.有一定产品规划和设计经验；推动沃尔玛生态品牌广告平台相关的项目及时上线整合；
2.收集/管理客户需求，结合媒体特性制定商业化产品方案，推进商业产品创新，最大化实现客户价值和用户价值；
3.推动产品的实施和市场落地，完整的负责产品的生命周期管理，为产品商业化收入负责。

 
任职要求：

1.3-5年以上互联网产品经验，3年商业化产品经验，有用户产品经验更佳；
2.了解零售行业，对线上线下的操作及流程痛点有一定理解和实操经验；
3.对品牌广告领域有独到理解，对行业的现状和发展势态有深度的思考；
4.熟悉广告系统，拥有高度的技术敏感度，对新技术引入的创新空间有一定思考。",17.5
7270984,AI产品经理,马上消费金融股份有限公司,马上金融,2000人以上,"金融,移动互联网",不需要融资,"['股票期权', '年终分红', '绩效奖金', '带薪年假']",产品|需求|项目类,产品经理,['人工智能'],['人工智能'],2020-10-04 08:11:49,成都,高新区,15k-30k,0,5-10年,本科,优秀平台，五险一金，行业大咖,11,"岗位职责：
1. 负责AI方向国内外业内相关产品的持续跟踪分析，推进相关创新技术的价值挖掘和孵化落地；
2. 结合业务（B 端 SaaS 产品）场景，挖掘客户需求，包含潜在用户分析、商业化价值拆解、产品落地规划等，设计并搭建 AI 产品；
3. 负责产品的各个生命周期，跨部门协调和沟通，有效驱动上下游团队推进产品落地；
4. 关注企业级市场服务和产业互联网的行业动态，深入了解SAAS产品的设计理念；
5. 负责版本规划、协调并推动技术团队工作节奏、配合技术经理工作完成高质量版本；
任职要求：
1. 全日制统招本科及以上学历，5年以上互联网产品经验，2年以上AI产品经验，有主导运营成功的产品案例，可独立负责产品线；
2. 对AI技术、前沿科技敏感，能够独立设计相关的落地产品场景；
3. 思维清晰，逻辑性和数据分析能力强，有很强的产品思维和商业意识；
4. 目标驱动意识强，有从0到1打造完整的产品体系经验；
5. 具备快速学习能力，沟通能力、有极强的跨团队协作能力和执行力。",22.5
7303714,产品经理助理,广州维梦科技有限公司,维梦科技,50-150人,工具,不需要融资,"['年终分红', '定期体检', '股票期权', '带薪年假']",产品|需求|项目类,产品经理,"['产品设计', 'Sketch', 'Axure', '竞品分析']","['移动互联网', '工具软件', '产品设计', 'Sketch', 'Axure', '竞品分析']",2020-10-04 07:50:17,广州,天河区,10k-20k,0,1-3年,本科,大厂福利；专业和技术线发展通道,100,"岗位职责：
（1）了解和调研市场、竞品分析，收集和分析用户需求并持续优化APP产品；
（2）设计产品的具体功能点、用户体验、操作流程，形成详细产品方案；
（3）负责项目的跟进与实施，协助研发与测试理解并实现需求，保证项目准时发布；
（4）协同运营、数据分析团队对产品做数据分析和运营规则优化；
（5）根据数据及反馈快速进行产品迭代。
 
任职要求：
（1）本科以上学历，1-2年APP产品经理经验，熟悉移动互联网领域产品开发、管理、运营流程；
（2）热爱产品工作，有非常强的好奇心，并且对常见产品有自己的判断和思考；
（3）熟悉移动产品设计规范、开发流程、发布流程，对产品的外观表现、内在逻辑能较好地把控；
（4）熟悉Android和iOS特性，对手机客户端有较多使用经验，热衷于满足用户需求，追求完美的用户体验；
（5）熟练使用Visio、Project、Axure、Sketch等软件，能独立完成产品PRD文档；
（6）了解流行数据分析工具，对产品、运营数据敏感度高，善用数据分析，收集用户意见反馈，持续优化产品；
（7）善于跨部门沟通，能清晰地向他人表述相关设计思想和内容，并收集反馈意见；
（8）执行力强、热爱探究新鲜事物、持续学习、有责任心，能够快速融入团队；
 
公司福利：
【薪酬福利】：月薪+激励奖金【年底双薪+年终奖金（1年发2次）】
【六险一金】：齐全的五险一金，外加商业保险
【生活福利】：5天工作制，免费零食饮料，天天下午茶，健身房福利
【团队活动】：一起娱乐玩耍，一起运动打球，一起户外探索
【其他福利】：健康体检、年度旅游、全Mac办公、购书福利、年假福利
【节日福利】：各种节日礼品和红包
【职业发展】：年度2次调薪机会
【培训体系】：入职培训+leader指导+专业培训+部门分享会",15.0
6372376,产品经理——SaaS平台,北京百观科技有限公司,百观Lab,15-50人,"数据服务,金融",A轮,"['硅谷风格', '带薪年假', '国际化', '零食管够']",产品|需求|项目类,产品经理,"['金融', 'BI', 'SaaS', '数据']","['大数据', '金融', 'BI', 'SaaS', '数据']",2020-10-04 07:27:40,北京,东城区,18k-30k,0,3-5年,本科,超棒团队， 高成长空间，薪资福利好,1,"# 关于我们
百观科技（BigOne Lab） 是一家国际化的金融数据技术公司，致力于为全球投资机构挖掘、分析互联网时代所产生的大数据，提供可视化投资决策数据产品。百观正在打造新一代的投资研究产品，目前我们已经为二级市场机构投资者开发出监测多家上市公司运营和财务指标的数据产品，促成了大数据在金融领域的领先应用。百观于2016年获得了真格基金百万美元天使轮融资，2017年获得了华创资本数百万美元Pre A轮融资，2019年获得标普全球（S&amp;P Global）在中国的**笔战略投资。
 
我们位于北京，是一个快速成长的国际化创业团队，成员来自JP.Morgan, Bridgewater，Amazon, Bloomberg, IBM, MUFG, Yipit Data, iResearch等国际一流技术、数据、与金融公司，团队有1/3成员拥有海外学习与工作经历。团队成员毕业于清华大学、北京大学、香港大学，新加坡国立大学，哥伦比亚大学，华盛顿大学、约翰.霍普金斯大学，达特茅斯学院等海内外知名院校。
# 职责
• 负责基于用户行为数据的SaaS产品设计，打造业内领先的数据分析平台
• 通过敏捷开发模式，与研发团队一起快速迭代与交付
• 发现与理解客户在投资研究过程中遇到的问题与需求，并转换成产品需求文档
• 配合销售部门与客户互动，追踪用户的使用行为和留存，将并将反馈转化成有效的产品功能
• 负责在线产品和定期数据更新流程的正常运行
• 设置关键指标，推动产品持续改进
• 保证产品的安全性和稳定性，提供企业级的服务质量
# 要求
• 3年及以上互联网公司产品管理或设计经验，拥有落地2B SaaS或BI产品经验
• 985/211或海外同等级院校本科及以上学历
• 能准确把握用户体验并保证高质量产出，对用户体验和交互有良好的品味
• 优秀的产品需求设计能力，能产出高质量原型与文档
• 热爱数据和技术，有用数据分析解决问题的习惯和经验
• 有主人翁意识，敢于尝试，开放心态，成熟的团队意识，独立的思考和判断能力
• 有洞察力和创新意识，快速学习能力强，良好的逻辑思维与分析能力，适应高强度节奏
• 英语达到职业水平，阅读与撰写邮件、文档无障碍
# 加分
• 有金融投资、equity research相关知识和经验
• 有数据分析、BI、投资研究项目相关经验",24.0
7468087,产品经理/高级产品经理,北京百观科技有限公司,百观Lab,15-50人,"数据服务,金融",A轮,"['硅谷风格', '带薪年假', '国际化', '零食管够']",产品|需求|项目类,产品经理,"['Sketch', 'B端产品', '数据']","['Sketch', 'B端产品', '数据']",2020-10-04 07:27:40,北京,东城区,20k-30k,0,1-3年,本科,高成长、高激励,1,"基本要求：
- 本科及以上学历，3-5年以上互联网产品工作经验，有独立推动项目的能力，有成功的产品经验
- 有非常强的好奇心，并且对常见产品有自己的判断和思考
- 英语水平较好，可以阅读英文资料，可以理解全英文的产品
- 严谨的逻辑思维，具备分析和解决问题能力
- 抗压能力强，执行力强，有极强的责任心
加分项：
- 本科计算机专业或相关专业
- 会简单的SQL
- 有SaaS产品设计经验
- 有ToB行业、金融行业、大数据行业经验
- 有敏捷开发经验

职位介绍：
你将成为我们客户端团队核心成员，参与到新一代金融及企业分析平台的产品设计和开发。客户端产品为公司的核心战略业务之一，承载着如何把百观的多元复杂的数据以高效的方式对接各种客户的需求。
- 负责产品方案规划，产品文档编写、产品原型设计、用户交互流程图等
- 独立组织和推动各上下游团队协同，确保产品快速迭代
- 积极参与产品研究分享

关于我们：
百观科技（BigOne Lab）是一家国际化的金融科技公司。我们的客户是国内外**投资机构及企业。我们团队秉着科学、理性、客观、求真的态度，不断挖掘如何通过新的技术和数据打造新的系统和产品，来提高用户吸收信息和处理信息的效率。百观于2016年获得了真格基金百万美元天使轮融资，2017年获得了华创资本数百万美元Pre A轮融资，2019年获得标普全球（S&amp;P Global）在中国的**笔战略投资。

我们位于北京，是一个稳健成长的国际化创业团队，成员来自BlackRock, Point72 Asset Management, Bloomberg, Goldman Sachs, YipitData, BDA, Reuters, Google，阿里巴巴，腾讯，小米，字节跳动，美团等公司，团队有1/3成员拥有海外学习与工作经历。团队成员毕业于清华大学、北京大学、香港大学，哥伦比亚大学，纽约大学等海内外知名院校。

公司福利：
- 公司地址位于北京东直门地铁站边、交通便利。
- 高标准的餐补，提供和能力水平相匹配的年终奖金。
- 我们提供高性能MacBook Pro开发机，是一个技术友好型公司。
- 我们充分尊重软件开发者的劳动，提供全套正版软件。Github和AWS都是我们工作的标配。
- 我们的团建活动丰富：定期生日会、团建吃喝、定团体运动健身活动。
- 同时我们有落到实处的技术氛围：每日技术讨论、代码练习，每月最新技术分享会（内部和外部都有），CEO相信技术的力量并积极参与技术文化搭建。",25.0
6921959,市场产品经理,长沙玄任文化传播有限公司,长沙玄任,15-50人,电商,不需要融资,[],市场|商务类,市场|营销,"['市场顾问', '数据分析', '营销', '市场推广']","['新零售', '企业服务', '市场顾问', '数据分析', '营销', '市场推广']",2020-10-04 11:24:57,厦门,思明区,8k-10k,0,1-3年,本科,"包吃包住,晋升快",80,"1、负责与需求方及媒体开拓和沟通，确认需求和商务合作流程
2、负责制定公司、产品微博、微信、贴吧等渠道运营计划
3、负责各种相关稿件内容策划及对内容吸粉结果负责
4、根据品类进行市场调研，分析渠道的优劣势
5、负责渠道开拓及渠道运营策略跟踪及调整，保证渠道投入产出比
6、负责运营自媒体粉丝，将粉丝进行分类与分析
7、负责推广渠道活动策划及对引流结果进行负责",9.0
7021964,用户产品经理 - CC直播事业部925,网易（杭州）网络有限公司,网易,2000人以上,电商,上市公司,"['节日礼物', '技能培训', '免费班车', '带薪年假']",产品|需求|项目类,产品经理,[],[],2020-10-04 08:00:04,广州,天河区,25k-40k,0,不限,本科,"大平台,带团队",0,"【职位描述】
1.负责直播内容的推荐分发策略，达成相关业务目标；
2.负责直播内容池策略，评估直播内容推荐满意度，对业务进行全面监控和评估；
3.以提升用户的观看转化、观看时长和留存为目的，设计和不断调整流量分配机制，制定产品召回策略并推进；
4.和研发、设计、运营等团队配合，制定并执行和优化项目迭代流程，帮助团队更高效的的解决问题。

【职位要求】
1.热爱直播或游戏行业，负责过社区、社交、UGC、游戏类产品经验者优先；有推荐策略产品经验者优先；
2.很具备优秀的产品思维和解决方案能力，逻辑清晰、数据分析能力强；
3.执行力、抗压能力强，有良好的沟通合作意识。",32.5
6600448,产品经理,平安城市建设科技（深圳）有限公司,平安城科,500-2000人,金融,上市公司,"['节日礼物', '技能培训', '绩效奖金', '岗位晋升']",产品|需求|项目类,产品经理,"['产品设计', '用户研究', '需求分析', '项目管理']","['电商', '企业服务', '产品设计', '用户研究', '需求分析', '项目管理']",2020-10-04 00:00:38,哈尔滨,南岗区,10k-20k,0,3-5年,本科,七险二金、带薪年假、年底15薪、高温补贴,0,"1.负责了解用户需求、市场、行业、竞争对手发展状况及趋势，发现产品改进点，提出产品短、中、长期发展规划。
2.编写产品需求文档，绘制产品原型，交付技术开发。
3.负责沟通和协调各部门资源，推动产品按时保质上线。
4.参与产品推广方案、客户合作、产品商务拓展，组织完成产品推广资料。
5.领导交办的其他任务
任职资格：
1.全日制本科及以上学历， 3年以上B端、G端产品设计工作经验。
2. 熟悉大型企业集中采购平台、B2B电商平台等相关领域的业务知识，并具备丰富的产品实际落地经验。
3. 逻辑分析能力强，善于沟通和协调资源，思维活跃，领悟力强。
4. 工作主动积极，能承受一定工作压力；有高度工作责任心、进取心。",15.0
7689228,区块链金融产品经理,神话科技传媒（深圳）有限公司上海分公司,神话科技,150-500人,"移动互联网,区块链",未融资,[],产品|需求|项目类,产品经理,"['产品策划', '需求分析', '竞品分析', '原型设计']","['金融', '产品策划', '需求分析', '竞品分析', '原型设计']",2020-10-04 06:03:37,上海,长宁区,20k-30k,0,3-5年,本科,互联网多元化平台,100,"一、岗位职责：
1、负责公司金融衍生产品全流程工作；
2、跟进和把控产品开发进度，确保产品功能特性和交互符合产品设计需求；
3、主导金融产品的分析、应用场景调研、计划业务创新目标的工作；
4、整理和分析用户需求和反馈，完成产品的规划与持续改进；
5、负责公司整个产品生态的需求对接、管理和分配，组织和调动项目立项、需求评审，研发实施的分配和排期；
6、负责跨业务、跨部门、跨地区的产品需求沟通、确认，对产品部所有产品需求进行优先级划分和实施排期，完成研发动态、需求规划等事务的汇报工作；
7、负责公司移动端及Web端产品相关工作；
8、完成公司分配的其他任务。

二、任职资格：
1、本科以上学历，熟练掌握金融衍生产品开发、管理和运营流程；善于跨区域、跨部门沟通，具有较强的统筹和把控能力；
2、熟练使用Visio、Project、Axure等软件，能独立完成产品PRD文档；
3、对产品、运营数据敏感度高，善用数据分析，收集用户意见反馈，持续优化产品；
4、丰富的移动端、Web端互联网金融产品实践经验，热衷于满足用户需求，追求完美的用户体验；
5、设计或参与设计百万级产品经验者优先；
6、区块链或丰富金融衍生产品背景。",25.0
